gene_name,gmcsf_1,gmcsf_2,gmcsf_3,gmcsf_4,gmcsf_5,gmcsf_6,mcf7_1,mcf7_2,mcf7_3,mcf7_4,mcf7_5,mcf7_6,mda231_1,mda231_2,mda231_3,mda231_4,mda231_5,mda231_6,t47d_1,t47d_2,t47d_3,t47d_4,t47d_5,t47d_6,uivc1_1,uivc1_2,uivc1_3,uivc1_4,uivc1_5,uivc1_6,uivc4_1,uivc4_2,uivc4_3,uivc4_4,uivc4_5,uivc4_6
TASL,7.120035,8.448287,8.131656,7.08135,8.040289,8.088481,8.64376,8.557485,8.915174,9.792115,8.790284,9.505784,8.533657,9.078761,9.376961,9.304874,9.553933,8.408174,8.196536,8.741387,10.172355,9.717595,8.910676,9.009466,8.909641,8.003221,8.819025,8.318564,8.013069,8.380001,9.575253,9.810404,10.839434,11.03299,10.358101,11.458705
TASOR,2.910029,4.249807,1.565513,2.749719,3.818011,3.041344,3.383545,3.173813,2.034926,2.54443,0.830172,1.465316,4.561683,2.825957,2.859039,1.69112,3.044767,2.461979,3.165855,2.104497,2.722725,2.985712,3.319869,1.72971,6.530976,2.075266,4.009184,5.271641,1.353357,4.639012,5.334612,5.180136,4.351079,3.732002,1.558152,2.326024
TASOR2,2.714359,0,0.75122,1.034901,1.006888,2.41477,0,0.236652,2.42528,0.140445,2.664677,1.405472,0,0,2.201852,0,0.401488,1.760003,0,5.019096,0.797827,0.478716,2.790526,2.649935,1.21859,2.645469,2.181526,2.858019,0.001822,2.131226,0,0.181491,0,2.425757,2.149064,2.898989
TATDN3,1.179727,1.319104,1.1618,2.557014,0.946651,0.929949,1.808768,0.442939,1.645617,1.999812,3.180103,3.499887,3.918457,1.230308,1.665729,1.732976,1.732139,1.708485,1.639769,1.689909,3.327315,1.757196,1.457545,3.179803,1.7609,1.8627,1.436937,1.491223,4.468156,1.38759,1.052901,1.175871,3.934906,3.922271,4.063205,1.779758
TAX1BP1,7.721943833,7.654914833,7.363837833,7.540031833,8.348227667,8.263018167,5.750804667,5.837851333,5.934760667,6.284542,6.250702833,6.4692635,6.962366,6.884784167,6.388848833,6.454804667,6.579618667,6.420651333,6.4143965,6.304225,6.225210167,6.538988833,6.271916333,6.383236667,7.1721215,6.7533025,6.755712,6.200960167,6.387717833,7.052620667,6.198768,6.650798333,7.229581,7.375859833,5.891179833,6.3219665
TAX1BP3,27.880713,32.0071855,32.261856,33.0401995,31.137108,29.034159,31.6612905,33.0277085,32.8563415,31.7840915,30.691625,29.439532,29.8191605,30.4047195,31.8511735,32.7001075,33.364775,29.4699955,32.174166,33.340979,32.8046405,33.8590795,30.664078,31.776672,27.8565775,29.3811515,29.0269655,29.6569135,28.657463,27.3092925,25.2489745,26.120754,21.798891,22.7325285,25.0195615,25.939877
TBC1D1,12.851401,11.760524,9.242031,3.556316,11.62427,8.418027,26.298788,3.326812,5.055133,2.979094,8.249888,7.078349,11.303596,2.753458,7.744648,5.95143,4.059207,10.60784,1.717477,2.450792,1.782911,9.352246,4.495541,5.437998,24.333538,1.697487,24.930971,1.446649,21.342524,22.734371,21.156834,12.46035,16.98691,1.538902,16.710861,16.66012
TBC1D10A,6.317891,3.955293,3.014052,2.368005,3.333584,5.560218,1.862777,4.543547,7.580966,4.175667,6.024157,6.473729,1.714304,4.994753,4.597718,6.46663,7.213043,2.160662,5.716002,3.567116,5.3651,6.372235,7.831813,4.354521,3.106969,1.875542,3.083644,6.106918,4.353193,3.847687,3.593496,5.160252,3.868849,4.26527,5.842675,3.525553
TBC1D10B,1.659967,9.921471,1.965201,11.381228,6.654055,3.478664,14.741722,0.442553,13.311536,9.95971,4.64102,2.200206,1.935386,3.743932,3.004949,2.319391,12.59184,14.647408,14.148193,14.906484,15.23826,1.553407,1.879292,13.322808,11.829838,4.506042,8.216284,14.463008,14.20575,11.998765,6.51989,12.292517,12.686781,11.256447,13.457126,4.191584
TBC1D10C,2.140611,2.634552,1.404375,5.565712,1.262619,1.021282,1.397509,1.960355,2.738718,1.831191,4.873637,3.737303,0.97538,1.445932,1.686159,0.372625,1.421998,2.361422,0.986041,1.908377,0.950936,0.121715,4.196397,3.028083,1.137163,0.874966,1.443013,1.607726,3.013003,1.371811,0.68679,1.037669,1.233683,0.831085,2.376085,1.185192
TBC1D13,7.858331,8.506612,8.283836,8.300481,8.5961,7.26437,7.588763,4.490546,7.934906,5.874992,6.162633,10.249701,9.394579,11.343933,9.76497,9.130084,8.71644,9.516378,6.559939,8.903148,9.180445,8.810031,7.905359,8.373559,6.5539,7.883296,8.587199,7.805187,7.166267,8.47329,7.741333,5.346784,6.977412,7.110095,6.242104,9.007221
TBC1D14,5.090701667,6.471503333,6.881603667,4.449129,7.506572333,5.183246,5.670683,3.739321333,5.945050667,6.313596667,6.145068,6.369954333,6.222561667,7.753573333,7.988337667,7.862410667,8.385442333,8.304042,6.895728333,7.105727333,6.717464,5.081977,6.940285333,7.120567667,7.630600333,7.159187667,7.406625333,7.668594667,7.495938,7.837702,9.609032333,10.478145,9.652417667,9.927404333,10.936957,10.62001767
TBC1D16,3.113748,0,1.708101,1.239121,0.029773,1.167453,1.600504,0.000297,0,1.289616,0,0,0,0,0.621583,1.959525,3.169023,3.812616,0,0.224794,0,0,2.886178,2.583612,0,1.611498,0.101057,1.898964,1.784805,0,0,0,0.40764,0,0.417652,0
TBC1D2,2.85976175,2.17846,2.06405575,1.58174825,2.25286875,6.07600475,5.0533805,1.69814125,1.32674575,7.07140725,2.2388065,8.59238875,1.84784925,2.95655425,2.4410005,1.49788975,3.14517525,5.7359295,1.8659645,2.8559055,5.090198,5.0301115,1.6931245,4.9439615,2.5817295,1.88632025,2.62868275,1.605383,1.762131,1.7193525,3.20155575,1.068494,4.79548125,2.36792625,2.45729275,3.739869
TBC1D20,3.773712,2.632486,4.11535,1.908612,2.027984,3.146893,3.561846,3.476751,0.220991,1.445962,4.959795,1.29438,2.637803,3.551529,4.289238,4.989658,4.060692,3.973234,1.448428,3.248559,4.527599,1.333225,4.339382,3.427881,2.192726,1.544261,6.124466,4.256787,3.335691,4.027538,3.212826,2.278488,4.802106,1.681841,5.506043,4.433473
TBC1D22A,4.2069975,4.5188695,4.0009135,3.260813,3.8513975,3.7890215,4.416448,4.7782475,3.820358,3.8801755,5.3676685,4.868189,4.411889,4.097351,5.1492115,4.0013095,5.3017705,2.530731,2.779872,3.2083995,4.167803,4.3802315,4.603809,4.8838345,4.536085,3.2029365,2.1443615,4.794059,4.717448,4.125379,2.2471135,4.8288775,4.4421995,4.6527635,4.8090495,4.6127855
TBC1D22B,6.495503,4.994483,5.189251,7.064941,3.47325,7.780334,6.424196,0,6.337846,4.270878,3.842155,2.651726,5.748449,4.719135,5.653044,5.852002,1.839644,5.744704,6.510684,2.718664,6.53653,4.892567,7.136544,5.806242,5.947681,2.730743,5.903892,1.334498,6.709726,4.461578,4.556435,5.353223,5.270349,5.262798,3.197242,5.923148
TBC1D23,7.1527195,7.499377,7.5165465,7.5459885,8.144733,8.046821,7.8329605,7.563131,7.3781085,8.0198075,6.626554,7.0719615,6.319282,6.761235,6.340129,6.6270725,7.125699,7.2819855,8.122469,8.1437175,8.126612,7.942587,8.2486035,8.179324,9.7959645,8.4900315,8.4689985,8.7085915,8.0862855,9.588603,7.895932,7.8613075,8.948226,8.9467395,7.3330925,7.5744655
TBC1D2B,5.1266965,3.243568,4.1506615,0.345713,6.074916,3.5697795,1.737161,2.8770705,3.1552915,6.0569235,3.9465,1.968793,1.106669,3.860021,6.314347,4.855682,4.371294,1.534185,0.34036,5.808648,2.927698,3.081468,3.788057,4.0594545,3.4460705,3.0628115,3.7045605,4.867442,3.0009065,2.17931,0.637357,3.697017,0.469099,2.3748835,3.299115,0.8914905
TBC1D4,8.427807,9.087823,8.510381,8.685826,8.874534,8.565103,8.17031,7.892359,7.898841,7.975628,9.743991,8.768488,4.655354,4.368966,4.453212,4.356877,4.718554,4.408484,8.211395,7.904149,8.344022,8.652384,3.883259,8.66973,9.42606,9.265072,8.92027,8.561357,8.625042,9.53826,6.005598,5.735202,6.665937,6.099769,5.601213,6.087208
TBC1D8,4.9125995,4.8528555,5.300271,5.416816,5.584025,4.8590075,7.778353,8.1113295,8.3316845,8.3527615,9.35695,9.1854105,18.346408,18.003976,18.141366,18.0657535,18.8838905,18.894904,8.345043,8.6543975,8.3342985,7.8689745,8.200466,8.8158115,8.601643,8.5029495,8.0245935,8.5350155,7.7005595,9.064965,14.9850745,14.4153315,14.8336,13.8295565,14.2223705,14.302239
TBC1D9,20.241705,20.15254,21.501234,20.223995,19.674063,20.538269,22.552736,22.177689,22.564436,23.439484,22.597445,22.882399,25.334661,25.838236,24.991686,24.668009,25.580893,25.528288,23.025633,23.101126,23.210335,22.693996,22.928978,23.451744,23.244574,22.976545,22.846724,22.012106,22.203161,23.036716,23.837904,24.430681,24.973608,24.626368,24.042273,24.413139
TBC1D9B,26.745647,25.884295,26.1369575,25.672104,24.703899,24.68577,25.946847,25.667937,25.0432965,24.2100325,24.637982,24.527569,21.598811,21.138861,22.1528375,21.865461,23.1137405,19.7662605,22.1974225,24.481674,22.5018805,20.790269,24.259906,24.0782535,20.4509865,22.641306,15.375878,19.818896,22.5790405,21.358263,21.810536,21.2660325,19.103579,18.9696915,19.804718,20.903506
TBCA,9.904638333,7.929383333,10.44953533,8.871824,10.17118567,10.78491367,10.71576233,10.03451833,10.19421,11.58756967,10.64278233,13.29622167,9.621322667,8.369349667,10.72853133,5.520971667,10.12022833,7.233465667,13.237802,10.06888467,11.08803267,12.45032933,12.30656233,11.03723133,12.151243,11.07734733,11.65525567,13.431329,13.35958533,11.539435,8.857081667,10.989495,11.99745067,11.564542,11.44385033,11.505018
TBCB,3.269491,3.37802725,2.95688325,2.89544225,2.683488,3.2637495,4.3105205,5.04134525,3.2164735,3.95033575,8.3704465,8.780144,2.565534,2.9899485,4.55301425,3.20235975,3.88061375,3.78025125,3.96042475,3.4765935,3.73585575,3.64843475,4.2254255,4.5125475,2.04146225,3.34406375,4.06499225,4.5779045,4.42671175,1.307094,1.0893285,2.254161,2.55238425,2.3257035,2.41186175,3.976162
TBCC,5.791562,6.659204,6.380258,6.151238,5.575494,5.390058,6.249411,6.990245,6.599563,6.109235,10.154553,9.891047,6.063819,5.971228,6.419596,5.610207,5.820296,5.27042,5.974432,6.619593,5.680229,5.193552,6.481066,7.044998,6.603117,5.34409,5.632395,6.425179,6.02021,6.499603,5.790545,6.044957,6.150419,6.341636,6.082299,5.585001
TBCE,0,0,0,8.20223,0,0,0,0,0,0,0,5.948376,0,0,0,0,0.009087,3.70011,0,0.008182,0.057398,0,0,0,6.67809,0,0,0,0,0,4.821094,0,0,0,0,0
TBK1,0.85553625,0.62311475,3.18555475,2.76809025,3.18024675,2.700974,1.72197875,1.69515375,3.0217135,3.14127825,3.000701,3.3328315,0.26498925,2.8222885,1.66157475,0.707986,2.7310795,2.823076,2.75635925,2.95519125,1.86894225,1.25679425,2.7600385,2.8966465,3.632423,1.5255935,2.99924975,1.586577,2.36788475,3.044805,2.958664,1.27652575,1.48297525,3.96184675,2.34058025,0.02219325
TBL1X,0.037592,0.0264,1.812105,1.484416,1.25042,1.598865,1.602358,1.025741,1.376067,2.331401,2.304667,1.496398,3.301379,4.266755,2.587106,2.771768,4.826941,3.320062,0.950448,1.505216,2.093801,2.348112,2.467673,1.721358,1.119479,1.10699,1.412015,1.092717,0,1.58084,2.624723,1.738783,0.025663,2.72189,2.163673,1.630322
TBL1XR1,2.305579,0.5708135,0.8748995,1.538889,2.797531,2.3661895,0.727324,1.010605,1.2954655,1.6417735,0.441268,0.90281,1.020667,1.2976535,1.1248135,1.4479975,2.3943,3.3750915,1.1451555,0.8843935,0.8250555,1.9508535,1.107542,0.364255,1.8846845,1.430695,2.433554,1.246333,0.1558685,1.318178,2.9324395,1.397662,1.944803,2.295896,2.0354465,2.900737
TBL2,3.2241565,3.9578155,4.4357525,4.7539945,4.8363935,3.7838315,4.2026975,5.536576,5.1378565,4.461363,4.4018895,6.247079,4.8192575,4.7874925,5.2517815,4.7447125,4.42214,3.759903,3.8194395,3.713023,4.1397365,4.16686,4.7193485,4.6038005,1.867028,4.5535895,3.2776105,4.404549,4.4293005,4.247916,3.984633,3.864133,4.3153585,4.070273,4.2236705,3.660812
TBRG4,7.292802,6.097908,7.874269,3.091708,2.506689,4.815549,12.108333,8.365498,5.224724,5.783452,13.884381,11.02809,6.738837,4.887681,7.8064,6.187275,4.477867,2.058963,2.367754,2.360714,9.520962,8.348535,2.382576,10.381139,5.511323,3.018773,6.367045,7.018285,7.933553,1.115009,3.288781,10.372778,2.844523,6.915513,4.561645,6.257273
TBX21,1.549383,1.286145,1.328862,1.408655,1.394683,1.398629,4.176218,3.162446,3.773662,3.51059,4.240582,5.390644,1.839689,1.757481,1.989536,1.554669,1.845683,2.0491,3.202467,3.284345,3.688721,3.434193,3.2791,3.099015,3.642978,3.524846,3.01041,3.085948,3.644369,3.631984,2.172386,2.335382,1.681079,1.731731,1.932752,1.631181
TBXAS1,4.986290556,5.208963222,5.403591222,5.223454889,5.154901111,4.937320444,6.077611778,6.079628,5.913543889,6.386778778,5.532932333,5.926698222,9.467497556,9.502616111,9.281833111,9.407647111,9.816986111,9.295643111,6.721277778,6.493720333,7.136339444,6.473729667,6.777493222,6.745385222,7.503998222,7.542169333,8.217012889,7.983381111,7.489828556,7.904222333,9.786939444,9.536006222,9.374969444,9.000595,9.395185333,9.632568333
TCAIM,1.3254715,1.2326775,1.665377,1.9472465,2.187599,3.206567,1.48631,2.154757,2.7861385,3.4917515,3.043879,1.388224,2.683862,2.888124,1.829801,2.798163,2.1038465,2.37203,2.2991785,2.8614655,1.8135625,3.221373,3.540239,1.985875,3.0136805,3.476865,1.8457,1.5677945,1.376848,2.5870455,1.171869,1.6830645,1.782331,1.7140625,1.3299625,1.8822265
TCEA1,12.827304,13.0273165,12.617383,12.9544645,13.126323,13.785254,13.436996,12.802307,12.586722,12.801128,12.7514855,13.226287,11.3769695,11.83428,11.016809,11.58448,11.3407545,11.424821,12.897685,13.322067,14.1491065,14.078814,14.2890305,13.8146345,15.4750305,14.379241,14.807812,13.654502,14.179398,15.3796865,12.9843835,13.6699115,16.088381,16.7371635,13.7871275,13.812455
TCEA1P2,3.246845,3.430599,3.716755,3.921932,1.577999,0.174791,3.948612,3.724548,3.457951,0.108465,4.046982,1.674962,3.330117,3.648056,3.105122,1.175322,3.45963,3.246844,0.131237,4.09445,0.145367,4.162666,3.93403,0.120207,4.574513,4.011339,4.647091,2.502198,3.989038,4.645597,0.084819,3.851374,4.026591,4.883811,3.859078,3.597039
TCEAL4,5.45020425,4.68833575,4.2232965,4.1842205,5.60087225,5.54771275,4.0925845,5.0643675,4.33793975,4.273151,3.44754575,3.75097925,5.1199755,4.72425675,4.6579575,5.207706,4.702431,4.211262,5.955315,5.1368355,4.117221,4.87969375,5.2463275,4.52430575,5.37781825,4.482868,5.63421775,5.94051575,4.9555105,4.64778925,6.199278,5.76916825,5.4081995,5.3459545,4.79685125,5.16725425
TCEAL8,13.6946095,13.143832,14.5232985,14.2775655,15.829061,14.6874,12.010727,12.6252235,13.438694,13.70035,13.159194,13.5252965,14.151591,13.7292095,12.747964,13.184141,13.6870205,13.627449,14.551783,14.940925,14.7458455,14.824131,14.645565,14.660738,15.4019265,15.096861,15.7120855,15.7918475,14.803572,16.710143,16.1606055,15.77736,16.9165235,17.042688,15.3209175,15.4906605
TCEAL9,17.3317205,17.764746,18.232569,17.204271,18.6521175,18.0467435,17.4790855,17.452716,16.5477165,17.279735,16.229936,14.9258825,25.2864085,29.234645,26.73384,27.354997,26.0813815,24.9883385,19.4143255,19.8909565,19.2849815,19.408387,19.398153,19.228948,23.120289,23.1024885,23.6265635,23.214112,24.8137625,23.2303515,29.0552355,28.271055,30.8612045,30.4575045,29.148627,26.717312
TCF12,1.6700375,1.8395055,0.4873105,0.990836,1.742077,1.819012,4.2111565,4.302434,5.072783,1.7981395,2.04294,3.2988215,1.6396175,2.2003675,2.7493985,0.5863825,3.367237,0.7593935,1.052353,0.340793,0.936699,1.8915625,2.4078355,1.789795,1.9370105,4.174806,0.4024315,0.5119765,0.6917895,2.1217475,1.1795815,4.95247,0.785415,1.322781,1.8437155,1.5394095
TCF19,4.3703545,4.004973,3.865061,4.37279,5.219375,4.281781,1.7685315,1.62866,1.97187,2.5054145,1.1282835,0.939768,0.680963,1.1565735,0.7363165,0.816984,1.238528,1.650627,1.381511,3.157747,2.245866,2.7820625,1.2933355,3.3607455,2.60267,1.168651,1.7092015,0.9398795,1.5521785,3.2004105,0.9634185,1.1070725,0.666637,0.6691655,0.762707,1.631268
TCF25,3.4517165,3.9718005,3.911019667,3.299011,3.431119167,3.818699833,3.381281333,3.6746225,2.4133255,3.132579667,2.8335675,3.279029167,4.284805333,3.755031333,4.4706835,3.5637165,2.797682333,4.329722333,3.315505833,3.233918833,3.682849,3.421507167,3.739545833,2.462986667,2.239302833,3.828317,3.482691,2.547857667,2.683631,3.275724833,3.603041333,2.4088875,3.1953715,3.350766333,3.145113833,3.319853167
TCIRG1,19.35204617,16.51560167,19.42568633,12.04308067,14.40210433,8.304729333,15.98740017,17.78186733,13.0868935,20.832939,21.12680217,20.78381267,16.76827317,14.86787517,11.79215967,13.13944967,19.15110583,17.5838885,12.65378567,12.6246585,9.644360833,9.721118167,10.88894033,19.42234583,11.31473767,11.28316117,10.729153,9.612086,13.97210217,10.57330733,10.20435283,10.75376283,8.419615,12.22105233,8.622564667,15.36026917
TCN1,2.244301,1.602601,2.560468,2.629993,1.232265,2.639425,1.89532,2.287466,2.607367,2.373888,2.890828,1.006255,7.211018,7.214666,6.382993,5.798064,3.29423,4.27671,0.6108,2.566832,1.786085,0.883364,2.147137,1.742959,2.062716,2.375826,2.329687,2.059012,1.832843,2.411113,1.827617,1.07711,3.186016,3.862956,3.12562,2.820383
TCN2,0.865550667,1.199194667,1.553093667,0.924026333,1.255446667,1.629250667,2.130235,1.515267333,1.999434333,1.950927,2.695285,1.560720667,4.679685,3.822806333,3.915255667,3.396098667,4.347331,3.665075333,2.197485333,3.251157333,1.703336,2.438090667,2.980768,2.97305,0.72984,2.525514667,2.824979667,3.549082333,3.439396,2.480331,5.844526667,6.134208667,5.227811333,6.810785333,6.680801,5.858751667
TCP1,17.03108867,17.26265467,16.86596667,17.107614,17.967888,17.42122,18.98902567,19.13258867,19.12654,19.205664,18.76435733,18.171014,12.44435233,12.81688967,11.88551533,12.28852833,12.41467067,12.35314167,19.025875,19.030304,19.57918033,19.69220233,19.42437533,19.58825933,20.36606867,19.30370467,19.341694,19.10468933,19.40976267,19.95666133,14.605666,14.38563767,14.66317,15.262699,14.97713333,15.475969
TCTA,15.369705,13.688959,14.589309,13.993044,15.542411,11.135561,11.503584,13.241791,11.141372,12.251113,7.029475,11.555065,11.393769,11.063315,9.499356,11.615376,10.565974,6.311324,10.347546,11.46671,12.499949,11.65654,10.674001,10.705482,12.721053,12.642762,10.279972,13.462498,11.424492,12.447218,10.867955,7.132429,10.789721,11.427071,12.324255,11.16275
TCTN3,2.026326667,1.053540333,1.588220333,1.094012667,1.588640667,2.219832333,1.064971667,2.605666667,1.432036333,1.228613667,1.484885667,0.583058333,0.671773,0.506082333,1.963642,1.455289333,1.266293,1.306885667,1.258153,0.949962667,1.875168333,0.636944333,2.454178,1.473493,1.902217,1.216403667,1.323196667,1.464262,1.563317333,0.485947333,3.138583,0.785722333,2.426390333,2.584073,0.738942667,2.272619667
TDG,9.80322,9.737293,10.2644405,7.156746,8.694606,8.88017,5.503446,8.173354,8.5042575,7.990473,8.72747,8.4454375,6.582697,6.379505,6.191105,6.410396,6.3876115,6.6578405,5.415138,8.420507,8.502791,8.3613365,7.767776,7.8808675,9.8764255,9.4962715,9.52114,8.468427,9.085362,9.600722,7.452938,7.2718445,6.8108455,7.620384,7.3853185,7.285489
TDP2,56.721592,55.417892,56.74255,56.777512,58.011715,58.186768,49.551865,50.7356,51.170277,52.638851,57.570774,54.962627,63.718697,65.184692,61.215324,60.597107,63.766994,65.126579,57.083893,58.254036,57.106113,55.263424,55.922352,53.280926,69.927284,62.250053,64.814964,63.825119,63.287094,70.071701,67.662041,65.4151,74.749489,77.02697,71.254662,69.311272
TDRD3,3.503323,2.777941,2.2301875,3.7305695,5.529991,4.0225985,2.302156,3.7628115,1.9651415,1.041934,4.184186,1.008357,1.2575285,1.8028235,0.6213695,0.2121755,2.4548695,0.916756,3.578565,2.901099,3.279917,1.8181675,1.2546055,0.41445,2.3726095,2.397113,2.7347455,2.0008485,1.925918,2.3417785,2.009001,2.5201865,5.9924465,4.201759,3.0605605,2.6535655
TDRD6,8.970309,13.093026,12.6000645,13.8877935,14.389042,13.9438345,6.45421,8.078245,2.624013,7.580201,2.2140565,2.3921035,4.8030075,12.0238225,13.5894265,4.4756975,16.411463,14.382354,3.3293835,6.6902705,3.632732,8.195981,8.32388,7.3170235,11.9310735,12.5935175,3.7642175,8.7031855,9.46974,13.682194,0.7228935,11.982812,13.6157705,15.3050605,16.166831,4.68443
TDRD7,8.539666,7.922698,6.052761,5.871653,8.149584,2.912101,11.914028,3.602043,9.109859,8.904023,2.661134,7.032407,4.645777,6.655303,6.605674,5.670431,5.614143,5.091238,6.399726,8.902061,4.096666,3.095619,7.145632,9.372539,5.724859,4.886458,2.069418,7.239287,4.891691,7.461178,2.350867,5.923049,7.557765,8.329284,7.264729,6.959409
TDRD9,2.600863,1.308363,4.506595,1.2496735,2.825841,0.459965,0,0.740482,1.72845,0.3764665,1.1975055,3.033017,1.256067,1.3114105,1.253562,0.7323495,0.4066745,1.0544375,0.0506495,0.081948,2.6799335,0.9998355,2.1031925,1.1146225,0.556767,2.3908645,0.3680425,0.1912735,1.5359605,1.8432565,0.0204005,0.5468405,0.9621485,0.0445285,0.202891,1.7730655
TEAD3,2.631709,0.576495,0.635645,1.77567,1.991517,0.882407,3.040259,1.692875,4.512336,1.714184,2.625155,3.869018,3.480271,0.651133,3.540974,2.52234,1.886495,3.95764,2.096148,2.348747,2.432351,3.158178,1.307129,3.386837,1.032915,1.833385,3.091496,0,2.240241,1.988703,0.867885,2.558753,2.598264,0,1.839787,1.573339
TECPR1,3.121638,2.380665,3.609368,2.952312,2.892559,2.543886,2.441648,4.149119,2.313112,2.418159,1.991591,2.908059,2.802269,4.023101,3.59578,5.519976,4.024302,4.516989,2.664845,2.719503,3.976097,2.993923,5.851899,4.537251,3.56333,3.087409,3.562384,3.031855,2.365529,3.553631,2.279632,4.405562,0.99064,3.266025,2.290885,4.171926
TECR,22.1171966,20.7485842,20.5679974,24.666269,20.7153892,19.5540198,16.723386,17.1470278,17.3477764,17.7379424,14.270604,14.1859496,12.1186084,12.2941048,15.5161882,12.8614102,12.3599388,14.655942,18.0843422,16.0382794,17.2143412,16.3169796,18.7423294,18.4107364,15.428956,16.1813292,16.0644762,16.843522,16.419387,15.7847744,12.5045946,12.7164262,11.3364346,10.3388912,11.587909,9.9613304
TEFM,2.212204,2.180387,2.204122,1.92802,0.698998,1.505898,2.355317,2.906936,1.522624,3.441959,1.266591,4.154916,2.949449,0,1.80094,0.670541,2.686379,3.573467,1.776243,2.930727,1.677789,2.079831,2.35401,2.57801,3.071059,1.76467,1.815676,1.912988,2.016497,2.99615,2.491301,2.67976,1.436392,2.700491,1.227986,0.824222
TELO2,6.069896,2.872331,7.044869,6.352953,5.008401,4.559077,3.18853,7.54161,8.071681,6.718875,2.654899,6.421089,5.775953,5.838776,5.04178,7.368444,2.649979,5.793555,6.87941,7.561939,5.597158,5.583457,5.682771,7.473931,5.385769,7.122118,6.733895,5.637282,6.935675,4.592388,4.677879,4.343836,4.565028,4.541598,5.172935,5.81164
TENT2,2.666805,2.899649,2.39398,2.395471,2.593856,3.295393,2.431083,2.40557,2.254382,2.389333,2.348679,2.541316,1.952125,2.493994,2.308377,2.635653,3.253631,1.906002,2.927175,2.841814,2.651968,2.887805,3.36135,2.680155,2.35963,4.228518,2.232055,2.647551,7.660128,2.317469,2.308684,2.708214,3.321832,2.542872,7.302005,4.124701
TENT4A,1.665121,2.61633,4.075295,4.088849,1.924978,4.595062,3.178329,1.421912,1.749326,1.479157,3.003323,2.553443,1.143708,2.915118,2.684913,1.299521,1.266022,0.942557,0.516479,3.874129,1.567764,2.024638,1.991316,3.499971,1.986987,1.721314,1.42035,1.708054,1.267586,0.854543,3.308793,2.204327,2.358908,1.239039,3.102977,0
TENT5A,4.589639,4.579644,4.193005,4.515447,2.110337,1.932191,1.728229,2.250653,0.754167,3.106797,1.136354,1.21214,2.762884,0.325049,2.467608,1.560527,0.805949,3.621433,2.127132,4.416941,2.062109,4.02616,2.425819,5.06855,4.134374,3.865854,3.902908,3.126111,2.280332,2.776695,1.680817,2.953459,3.367652,0.581387,1.448642,3.601007
TERF2IP,12.366165,11.9088885,12.6505635,11.8093745,12.287499,13.007484,9.344933,10.642035,11.0208635,10.3881535,16.593876,13.722634,9.646142,10.346003,9.4348345,9.68837,9.558343,9.6923075,11.479111,11.559846,11.2117365,11.4733715,11.600266,11.9778905,11.239622,11.3899435,10.7482625,10.3957865,10.744966,10.8344915,9.1055145,9.6396525,9.970584,10.252782,9.7340825,9.125833
TES,3.864321,4.039931,4.12869575,3.985097,3.848211,4.0072195,4.1396855,3.9390435,4.1263705,4.17653,3.9002345,4.11050875,4.01501525,3.5621265,3.75592,3.702694,3.66353525,3.874944,4.225583,3.874583,4.27692425,4.26376925,4.4711015,4.33107925,4.599684,4.94945675,4.8727225,4.99207625,4.71268225,4.59227425,4.9980475,4.9310275,5.15262025,4.9549165,4.50139875,4.613352
TESC,1.214759,1.355808,1.6021545,1.419732,1.1595285,1.151187,1.0177075,0.658237,0.5134905,0.413143,1.1863945,0.9543915,0.472123,0.683666,0.743178,1.190406,0.6522665,0.6814135,0.8871145,0,0.8700315,0.7621965,0.5851035,0.5714655,0.7475,0.6845135,0.5209935,0.813684,0.7985705,0.806404,0.5984575,0.653573,0.4114775,0.711055,0.927629,0.8969625
TESK1,8.380264,7.963145,8.351152,8.796099,7.8512535,6.9926025,9.081014,8.2839665,8.212925,8.281952,9.6624815,9.147662,8.27952,8.411398,9.073929,8.63978,8.9585465,9.0333475,7.3101065,7.7489535,6.906813,6.927722,8.0733345,8.3183735,6.775146,6.93971,7.250106,7.648136,7.963454,6.7516205,6.819593,7.3117625,6.479096,6.5719905,7.1399715,7.1677125
TET2,1.833493,1.77799,2.082868,1.693202,2.359042,2.2587285,2.1760645,0.6350305,1.2450815,1.600105,0.7443545,1.1220565,2.4477605,2.7258515,0.9226935,2.809708,1.7759115,2.086648,0.9268545,1.8747975,1.6621395,1.6575915,1.649161,2.196107,1.040757,1.0699905,1.5804055,1.829691,1.784778,1.457183,2.560325,1.7708155,2.6146485,3.2425075,1.8040805,2.1274355
TET3,0.969577,4.165826,4.453259,3.909297,2.307181,3.93113,3.382396,3.480462,2.30358,2.059825,3.580192,3.30493,3.991285,3.970147,4.094155,0,4.06571,3.944239,3.835566,2.189564,3.902122,3.552501,3.631938,0.423148,4.46663,4.276267,4.332653,3.909296,4.308659,2.703703,1.597,4.958527,4.965447,5.047325,0,5.116144
TEX10,5.256777,5.451189,5.705479,6.005357,6.964523,5.189797,8.110755,5.370705,8.148704,9.179083,7.554087,4.505538,3.891876,4.966767,4.431777,5.274185,4.737539,4.737119,8.488961,6.958023,8.269081,6.787028,8.134292,9.004176,9.030433,9.280133,4.756496,8.849166,8.884494,8.989054,6.905984,6.696157,7.337366,5.669717,5.676271,6.707134
