gene_name,gmcsf_1,gmcsf_2,gmcsf_3,gmcsf_4,gmcsf_5,gmcsf_6,mcf7_1,mcf7_2,mcf7_3,mcf7_4,mcf7_5,mcf7_6,mda231_1,mda231_2,mda231_3,mda231_4,mda231_5,mda231_6,t47d_1,t47d_2,t47d_3,t47d_4,t47d_5,t47d_6,uivc1_1,uivc1_2,uivc1_3,uivc1_4,uivc1_5,uivc1_6,uivc4_1,uivc4_2,uivc4_3,uivc4_4,uivc4_5,uivc4_6
5_8S_rRNA,3.827591667,3.246799,0.212196,0.153785,0.446328,0.265346333,1.732242333,1.253446,0.501903,0.566367333,9.051003333,9.242948333,0.397877,0.207132333,0.631030333,0.509188667,0.830506667,1.022664333,0.507886333,0.695568333,0.446838,0.503591333,0.397168667,0.340262,0.479525333,0.42472,0.590931667,1.788434,1.996841,0.419267333,0.22728,0.574254,0.296759333,0.375872,0.304031,0.351389667
A1BG,1.622624,2.754114,1.344875,2.509614,1.06488,1.520992,1.164606,2.312324,1.958059,1.627507,5.057527,4.469102,3.316178,4.161447,5.791154,2.300448,1.475764,3.907411,1.321707,2.45347,1.058542,0.973751,3.422313,1.954777,2.049647,1.278879,1.238884,3.84839,2.711705,0.751556,1.238688,1.809417,2.365046,3.161502,3.819606,2.653635
AAAS,6.643039,4.173436,3.675864,6.076991,3.776479,3.766102,3.980284,6.873029,6.895456,4.441229,4.731468,4.724869,3.021399,6.423606,4.83786,2.148184,5.02045,2.584269,9.821131,4.970226,9.173691,6.095007,4.379306,5.467438,4.928926,3.664525,4.99359,3.33582,2.542631,4.924609,3.523808,4.118847,3.832188,5.181192,4.855953,3.367279
AACS,7.577627,7.647595,7.777211,7.228054,7.330215,6.985102,4.456494,4.528874,4.018071,4.718595,4.5993,4.384636,3.456069,3.61432,3.76226,3.824621,3.964723,3.44242,5.408013,5.115664,4.954972,4.946685,4.382224,4.168936,5.005798,5.007914,5.268123,5.366636,5.299304,4.976696,4.208766,4.144949,3.544199,3.32799,4.107236,3.954727
AAGAB,5.892926,6.0825445,6.0502795,6.211525,6.203869,6.4772185,5.068387,4.9059135,5.151965,5.134833,4.879101,5.158355,4.8181555,4.2662295,4.238897,4.3786485,4.4533655,4.5850095,4.9692575,5.3032865,5.571677,5.3863905,4.969705,5.3287485,5.8999955,5.137998,5.1787385,5.0201145,5.632012,5.68064,4.669164,4.2831305,4.65625,4.7235365,4.646779,4.5638065
AAK1,0.852122,4.088208,1.624996,0,1.50911,0.083523,0.346149,2.536555,0.592022,0.2991,0.201282,0.266572,0.153466,0.086563,0,4.349665,0.19209,0.147194,0.196444,1.259856,3.53273,0.267993,0.925708,0.268473,0.106212,0.107368,0.073099,0.628346,3.26431,0,0,1.690735,0.316851,0,1.081493,0.264656
AAMP,7.0557446,6.7449846,6.7750448,6.7423398,6.5835002,6.899437,7.5761338,7.7482934,7.39726,7.1597482,7.86769,7.3002886,6.3784954,6.409451,6.6093638,7.0319878,6.621948,6.5176072,7.7389674,7.4470042,7.3404148,7.1280334,6.9416648,7.2576914,6.4934804,7.1337774,6.4031794,7.1999246,6.760328,6.5347844,6.3122628,6.6718296,5.6563816,5.3072418,6.1452064,6.126407
AAR2,2.245057333,2.161761,2.015161667,3.741426,3.148173,3.488263667,3.064613333,3.455799,1.947704333,2.757479,2.810489667,2.934451,3.545548667,2.703659,1.689606667,3.292117,1.780913667,3.098256667,3.769183333,2.062993333,3.239016333,3.409731,2.856321,3.312716,2.646956,2.290617,2.825260667,2.535066667,3.313401667,3.164525,1.304256667,2.078234667,3.035755333,3.658747667,3.137484667,3.045098
AARS1,0.829398,1.822668667,2.571497333,2.615599667,0.505015,2.490207,1.811493333,2.277783,3.399742667,3.903617667,2.261468667,4.822254,3.02811,1.890606333,1.290852333,2.284564667,1.633853333,1.671433,4.715377333,4.801089333,1.860491667,2.343091667,3.222775,5.187584333,0.843744,3.467001333,3.324186667,6.255578667,3.487274667,1.978441,1.880328667,2.153701667,0.671875,1.134126667,2.479201333,1.965616333
AARSD1,6.422155,5.845969,5.433949,6.00186,5.147429,5.496815,5.614626,4.91416,3.837435,6.528579,6.286213,6.374558,4.736917,4.607999,5.231238,4.151241,3.999743,4.839659,6.831333,6.271324,6.398738,7.536503,1.000985,5.818941,6.310377,3.998998,6.1251,6.356273,6.006248,4.574811,4.585669,5.146538,4.209219,4.327729,4.027508,4.417117
AASDHPPT,13.10084,12.593407,11.692812,12.330226,11.412175,12.194672,11.050576,11.852516,11.878863,11.977229,11.596057,10.648795,10.074886,9.627734,9.15904,10.065818,9.683124,11.129048,10.691381,11.22036,13.895681,11.001585,14.725204,13.533775,14.72262,12.95051,14.053971,12.263513,11.779655,13.562367,11.241041,10.565356,14.185432,12.843111,11.741248,12.347922
AATBC,0.301496,0.413344,0.28806,0.351396,0.304434,0.297146,0.180051,0.124431,0.18735,0.246436,0.108818,0.18639,0.349554,0.311332,0.17657,0.265239,0.199171,0.237088,0.235029,0.17313,0.212633,0.239431,0.212634,0.178841,0.159234,0.172397,0.193012,0.154746,0.262777,0.293237,0.383626,0.288988,0.203063,0.342971,0.354964,0.366483
AATF,3.3203985,2.849519833,2.992524833,3.467217833,3.428076167,3.6045505,2.879074167,3.237146333,2.967407,3.073997333,2.589466667,2.727420167,2.597991,2.7719075,2.5142675,2.588044833,2.429715,2.615072833,3.0780755,3.243003167,3.066522,2.864861167,2.647168167,2.947972,3.097942333,2.896738167,3.291023,2.923017,2.815927,2.6993685,2.528237667,2.741658833,2.756971667,2.618968333,2.705271167,2.808401667
ABALON,24.633493,20.744741,21.643978,22.194506,25.409636,19.598627,20.851328,15.713175,20.161102,19.16717,18.139551,18.321039,14.477208,13.783235,20.652384,16.495831,17.96711,15.356862,15.996641,21.077263,19.7626,21.724457,19.295795,20.005957,17.597435,16.936398,19.263237,17.521143,19.446444,17.643118,18.26936,16.534233,10.834011,15.999229,14.127956,15.77598
ABCA1,8.4848205,3.7208025,4.430752,3.495592,6.057081,3.5796655,7.001293,4.851869,5.7359095,7.6757005,5.301373,5.5904375,7.4835805,2.865793,13.0471165,1.680765,4.7197105,5.301168,5.1584505,6.393698,4.6208355,5.7329085,4.739592,8.5461055,7.963588,1.904952,7.695017,1.0613525,4.834688,3.8601645,5.5031605,9.3375685,7.041424,1.611298,6.109607,10.88311
ABCA2,2.58274,2.737905,2.366657,2.9679625,2.2223155,2.300665,2.0444095,2.331143,1.876713,2.248409,2.3343325,2.228786,1.941413,1.5766955,1.488231,1.923525,2.182056,2.290086,2.062866,2.2528375,1.1374945,1.9567555,2.389437,2.002698,0.021177,1.603417,1.8529365,1.6798935,1.5002,1.6106725,1.582469,1.282687,1.4846595,1.063877,1.6371235,1.6694095
ABCA7,1.314993,0.76602,1.1949995,1.3602505,0.967201,1.0561395,0.819921,0.9939355,1.265884,0.8233135,1.0378435,1.0336935,0.7562565,1.782197,1.7428805,1.0237835,1.2841645,1.2829545,0.9034935,0.7521865,0.9539125,0.814246,0.901077,0.628807,0.695838,1.1089415,0.804547,0.819163,0.9781745,0.8510875,0.803859,1.394054,1.1647655,1.4174535,1.871621,1.7407355
ABCB10,12.984625,13.759552,13.662658,13.548519,13.486662,12.590539,11.59967,11.112047,11.671348,10.848779,9.766495,10.108237,9.461649,9.378008,9.171735,9.386957,7.748558,10.15464,11.746614,8.907662,5.659984,11.702143,12.33337,11.728166,12.190843,11.103893,5.670704,10.557796,8.38413,11.903778,9.691768,7.136512,10.329342,10.857966,9.34239,8.256941
ABCB7,0.0055635,0.8336345,0.0252255,0,0.872034,1.413014,2.006711,1.586198,0.0066075,1.7896705,0.006731,0.009736,0,0,0,0.0012935,2.9219715,0.0317815,0,2.20463,0.008207,0.3548385,0,0.3983155,2.699653,0.0068605,2.057331,2.858795,1.383301,0,2.2721675,3.384651,0,0,0,0
ABCB8,1.587351,2.029842,0.437079,1.108821,0.236441,0.093569,1.670818,3.714991,1.479457,0.327257,4.208444,0.558741,3.351081,1.625519,4.069307,1.486377,0.732961,2.346585,2.180939,4.795146,2.252677,0.737744,1.978238,0.9948,1.006087,1.001918,0.21686,2.536456,2.13135,3.920789,3.595648,1.004136,1.727085,2.165683,3.22889,1.975
ABCC1,2.801489667,4.596875667,3.236804,2.433876667,3.298822,2.898267333,5.3879,3.001505333,3.882363,3.358898333,4.099998,2.556406333,4.522703333,4.280063333,5.095983667,4.520853667,7.037246,3.75697,5.835635,0.635469667,5.566883,4.044338333,3.088674667,4.226724,3.464365,3.601384667,4.381240667,2.681331667,3.102014667,3.019559333,3.358178667,4.232969667,3.20842,3.390494,5.930568667,3.276205333
ABCC10,1.77593,0.421256,2.272433,4.775551,3.031613,0.535364,1.954971,3.558978,0.773883,0.418535,0.702021,0.960765,0.455068,0.383339,1.283762,0.738064,0.896577,0.874497,1.558365,2.956725,4.188996,2.30231,1.323647,2.351817,0,2.196969,2.837436,2.945194,2.995555,0,0,0.513684,1.590922,1.51494,1.277396,0.634863
ABCC3,3.137941333,2.112183333,2.192692667,2.474611,2.638076333,2.888114667,2.491555333,2.975156333,3.725966333,3.166390667,3.117148333,1.766129333,5.298694333,5.040223333,5.927332333,4.45644,5.371302667,4.350175667,3.799115667,2.837623,3.029210333,2.674250333,3.231646667,3.689741333,2.560106,3.607747,3.103041667,3.079839,1.957781,3.669194,4.544843,4.085118,2.742771667,2.8333,4.848743,3.323801333
ABCD1,18.782787,19.563442,24.440073,11.591259,5.87078,6.419654,14.566376,13.349503,12.728182,20.694973,21.111784,29.424742,10.668887,15.540013,10.512981,13.06637,13.126707,17.683615,14.20908,7.903042,5.240246,5.080844,19.868298,6.48852,7.260715,8.503809,7.716075,8.123557,9.974919,5.185055,2.660381,4.037961,8.471919,13.383011,13.310503,13.805433
ABCD3,11.714975,8.112135,11.276628,6.886023,11.45898,8.558928,9.714146,7.771095,8.601447,9.607371,8.827135,9.547118,8.638125,8.176213,8.346506,8.241175,7.319848,7.985229,9.778293,9.742267,7.109348,10.749528,10.387854,9.760322,11.272933,10.45186,8.877916,9.872682,9.801895,9.272175,8.849212,9.288791,11.485884,10.683081,8.990928,9.126809
ABCE1,0.108064333,11.615045,9.620669667,6.601614667,10.954937,3.062434,5.291427,11.00578767,6.812001667,2.175633667,4.519439333,3.787388333,0,0.011839667,0.534616333,0.402233667,0.110837,5.480978667,0.788314,8.641215667,0.007521667,10.147056,0.063037667,0.681264,0.238722,9.369350333,4.5351,4.476159,0,0.840367,6.251166,6.511596333,1.203388,0.514987333,0,0.411403
ABCF1,7.792681667,7.566275,7.916753,7.769033333,8.007632333,7.807433667,7.210052333,7.845129667,7.698910667,7.816424333,7.281391333,7.355635333,6.687091667,6.815396,6.925019333,7.039642667,6.156442333,6.494560667,8.285901667,7.694451333,8.693223333,8.014811333,7.82259,7.794001333,7.598044,7.795959667,7.750286,7.940596667,7.401029667,7.732665,7.238900667,7.433480667,6.443575333,6.326158,6.282647667,6.823536667
ABCF2,8.045128,6.97544,9.396187,10.792705,7.205439,9.504703,12.036087,10.538312,10.306984,11.567725,9.578206,10.90207,7.564958,7.863648,9.137081,5.751794,7.578825,8.60101,12.230043,9.458872,8.938405,12.486044,1.197752,10.165648,10.127376,11.573954,8.464406,10.85753,3.973632,4.040065,6.633366,9.250207,6.980458,7.941459,7.883564,8.638185
ABCF3,5.310228667,5.318992333,5.540882667,5.637692,5.535354,5.052110667,5.740968,5.562178667,5.575182333,5.491656333,5.548743,5.623441667,5.430932,5.703551667,5.305563333,4.823043667,5.526717333,5.576964333,5.993293667,6.100899333,5.653822,5.79216,5.060199333,5.551872667,5.036510333,5.187822667,5.381303667,5.685156333,5.592088,5.301186333,5.520765667,5.629380333,4.514465333,5.031669,4.906124333,4.801404333
ABCG1,5.2547285,5.855794,5.814847,3.9613275,6.4650945,5.928197,1.92431,2.2340265,2.2914645,1.505374,2.6211665,3.0219135,6.3051065,6.4450855,5.2893895,7.342171,5.846115,6.168997,2.2518535,1.731501,2.633913,2.212435,2.483702,2.692896,1.8214795,1.9957595,2.0179475,2.0985865,1.9864775,1.6649745,2.103063,3.3356325,2.2051655,3.1026625,3.242318,3.340818
ABCG2,5.252284,4.702245,4.839662,5.359406,4.355449,5.787588,2.390332,2.618303,2.1748,2.668857,1.865522,2.234293,2.939491,2.558236,2.218853,2.276017,1.640563,3.012684,2.841665,3.036965,1.705045,1.232332,2.420897,1.609378,1.84929,2.56201,2.424453,2.396295,2.804289,1.996207,1.62957,1.945408,2.076222,1.989641,2.213154,1.616389
ABHD10,11.895567,11.6263065,11.152358,11.515054,12.5086175,11.952446,6.8277935,6.878054,7.1154005,7.3859415,6.111767,6.004318,5.5170605,5.3244765,5.681202,5.2827095,5.333144,5.825057,7.6328635,7.678648,7.634617,8.3177845,7.629354,8.2724575,7.882116,7.2285765,7.408564,6.8414805,6.766348,7.2240415,4.903662,5.2864685,6.8128295,6.599085,5.712618,5.8079285
ABHD12,4.487475857,6.387683571,4.184437571,5.473987143,4.675282,5.421076571,3.363284571,6.357321286,5.331539429,6.537145429,4.719839857,10.433823,3.178811571,3.670751429,4.772781571,5.584974857,5.464255857,4.201330857,4.379174286,6.230098571,4.529745286,7.884221286,7.107470143,3.989528286,4.317877143,4.314940429,3.487746143,3.852433714,3.758262857,4.877021,3.328773714,5.004418143,3.911855857,3.296115857,4.760728,1.277844429
ABHD13,5.051938,5.343297,4.824066,4.955418,5.109752,5.277615,4.336802,4.246479,4.503591,4.440386,4.624064,4.605428,4.966379,4.884181,4.403479,4.268697,4.614053,4.749608,4.250271,4.726406,4.926487,4.358948,4.666657,4.98265,5.256395,4.845783,4.893877,4.459295,4.850595,5.579411,4.888561,4.65319,5.823527,6.151111,5.285527,5.699606
ABHD14B,9.3430505,9.667677,9.452039,8.981043,9.2136765,9.4422005,8.5015945,8.5576685,8.738858,8.2419015,8.154221,7.9346405,8.3255325,8.092422,8.193791,8.1209785,8.4515955,8.3439,8.908296,9.3916605,9.042023,9.4974635,10.5638975,9.32229,7.891535,8.746424,8.3727345,8.143957,8.9493845,7.9279025,8.155905,8.277557,6.8887145,6.4246955,7.8265565,6.863138
ABHD15,6.000855,7.133259,6.140594,6.161241,5.344539,5.211355,6.193037,0,6.498427,3.364332,8.823125,6.959099,2.787941,6.242482,5.971891,6.807642,6.770356,5.725383,5.90081,0,0,0,7.158921,0,5.01573,5.339319,3.25029,4.242184,3.372116,6.570584,3.555235,1.966428,5.26302,3.804773,6.036108,5.595098
ABHD16A,6.038876667,8.866350667,9.202868333,8.939229667,8.437637333,8.117076667,8.900800333,9.143424333,9.432269333,9.249316333,9.219657333,8.804000667,9.436706333,9.671800667,9.827411333,10.417859,10.175728,10.237099,9.155112333,7.679662,8.712083667,8.485284667,8.768491333,8.073474667,8.620696,9.352436667,9.314504333,9.352384333,9.210065667,8.902579,9.890818333,9.391988667,8.254406333,8.319223667,8.749356667,9.292549667
ABHD17A,0.85117,2.58362125,0.922278,0.84879025,0.6635365,0.856569,0.60956075,0.77883225,1.68632475,1.08162675,10.305056,3.55750725,1.543295,1.956987,1.45128825,1.101222,0.54585075,1.07177675,0.99924175,0.385159,0.50499325,0.31692875,1.698212,0.59209075,0.82216375,0.56533225,0.67190425,0.721567,0.598442,0.2594435,0.42417525,0.3876105,0.3818535,0.40073975,0.645568,0.75667225
ABHD2,61.998974,61.281403,62.62093,61.352627,65.130829,64.302223,63.468597,63.960838,51.676823,62.65329,57.139301,56.74297,60.148991,59.942356,57.373409,58.428432,59.495968,59.403664,64.249161,65.253914,66.514664,66.840721,65.167595,66.699577,71.920464,70.59333,69.858582,69.680634,67.417473,71.993401,62.091129,62.392212,64.091377,64.513359,61.800919,61.398205
ABHD3,6.831765,7.655615,3.399809,6.138002,7.305573,7.446476,1.484615,4.38614,5.525929,5.360381,4.956605,3.680439,5.67972,3.627528,6.751064,3.684728,4.361974,4.622235,4.977642,3.397773,5.489109,3.997722,1.431493,4.366024,6.036999,3.822025,1.22104,2.388143,9.297809,6.673594,8.240745,3.873479,3.417917,3.46845,9.667315,6.856973
ABHD4,6.563003,13.981143,14.349065,8.455114,14.295292,8.139223,13.446293,12.636635,13.437716,13.903192,8.346524,6.278085,16.867882,16.72756,16.673485,8.654307,16.99181,17.677588,13.893167,14.690204,12.852447,6.937066,14.478673,13.248096,14.123405,14.450616,14.162451,14.103356,14.793524,14.198319,9.082285,16.41404,14.221289,6.839935,15.450318,14.093547
ABHD5,3.790718,4.955945,2.108629,3.803202,3.625149,4.998335,2.191383,2.238222,2.322077,3.357205,3.412905,3.190638,3.875542,3.506256,3.708839,4.730496,3.521269,5.256177,3.159709,3.847631,2.116084,1.676737,3.256255,2.567156,2.622013,2.958878,3.65893,3.130342,2.854364,2.534652,3.324657,2.622362,4.703283,3.839869,3.842939,3.146925
ABHD8,6.208381,5.899474,5.285354,5.514972,5.43431,5.270466,6.375816,7.324801,6.812642,6.61536,15.426977,13.970092,9.104356,8.710204,10.369271,10.352502,10.815219,9.772481,7.267616,6.914437,6.304589,6.190836,7.672612,6.914526,6.143323,6.773164,7.636942,6.861679,7.957113,6.432646,7.910901,7.41823,5.69516,8.173123,8.68537,9.343342
ABI1,2.636088167,1.737521167,4.4781485,2.996437167,3.434740833,2.967776167,2.740721333,4.063097667,3.515898167,3.829509333,3.259689,2.732391667,3.4449715,2.910344833,3.022465167,3.015920333,2.860506,3.662626333,3.218677833,3.917471167,3.3912345,4.241042333,3.952406333,4.069898,4.331547,4.574873,4.053860833,3.711592167,4.507341333,4.3404085,3.292845667,3.57717,5.2835625,5.290492333,3.495568167,4.562229833
ABI3,0.954061667,1.225137,1.636297333,1.104546333,0.806222,0.731064667,2.564725667,1.992505333,2.583612,2.241460667,1.631078333,1.759305667,0.686356,0.931032333,1.914318667,1.091799667,1.416075667,0.848185333,2.280587,1.867662333,1.595435333,1.785771333,1.858345667,2.03678,1.477495333,0.893683667,0.517855333,1.811203667,1.992844,1.694124,0.950677667,1.714280333,0.883517667,1.640056333,1.209201,1.232541
ABL1,2.459032,3.006636,3.226797,3.134639,3.226953,2.964853,3.869999,2.241429,3.9082,3.22661,2.037517,5.331143,3.514787,2.422389,3.369802,3.893037,2.079903,1.100299,3.344996,3.139712,2.744256,2.525645,2.622701,3.450217,2.378724,3.452529,2.611443,1.784931,4.580232,2.302575,1.389413,1.416142,1.858331,1.284828,2.209846,0.365891
ABL2,1.388957,3.435542,4.255946,1.765172,0.225289,1.114402,1.705005,1.488438,4.933136,3.655184,2.373873,3.442642,1.446718,1.778095,0,2.810161,0.845933,2.720208,0.798612,0.979113,2.412739,0.600892,0.88482,1.139001,0.185429,1.839287,1.500007,0,2.712638,0,1.587669,0.973284,0,3.25215,2.463727,2.991194
ABR,10.73880214,9.446527714,11.00242614,8.042531,10.85207529,11.12309171,6.167013,10.02304271,7.217363429,7.286908857,9.010125429,6.832387,6.397902857,4.003107857,7.124303857,6.304895143,8.150756714,2.174748,7.243233714,8.567505143,3.722945714,6.014840714,6.876366714,9.791380286,6.983630714,6.531339429,3.867778571,5.482554714,1.896133286,6.735082286,6.205958286,5.803573,4.114547714,7.363078,8.433660429,7.493846714
ABRACL,22.403328,11.68673,20.293365,15.96539,15.169697,25.010336,42.15593,18.531372,24.971783,27.094709,24.384903,10.376984,14.191905,14.527826,19.269316,11.403406,26.511187,12.55397,16.440098,17.118559,15.255231,30.596628,21.804502,15.721898,20.370848,18.561651,18.754913,47.07341,20.263599,31.334,21.48823,18.823349,0.871185,52.317749,21.680363,47.919147
ABRAXAS1,1.723744,1.1257405,0.7872175,0.9532155,1.9163015,1.993456,1.725418,1.758135,1.4636075,1.351081,0.9550565,0.9782805,0.970063,1.54994,1.105986,1.2051485,1.06623,1.2604335,0.921687,2.2912115,1.110738,0.628281,1.243955,1.957333,1.947524,2.3128025,1.209413,1.7485675,2.569445,1.9106655,1.8595325,2.220641,2.0721455,2.0253525,1.4304175,1.005364
ABRAXAS2,9.111116,9.73103,13.852671,10.033026,11.194348,14.148026,9.468918,10.435166,10.479336,13.178648,12.167081,12.098724,9.694868,7.921065,10.955559,10.327753,11.094808,8.783483,9.430538,11.198409,9.980874,9.439736,7.921541,9.875192,14.286426,13.309052,9.559298,10.730577,10.457321,14.883379,8.871254,9.180915,11.80441,10.616415,9.143929,10.226225
ABTB1,1.3259572,1.33439,1.0076506,1.2840312,0.9517804,1.021478,0.9120642,1.3816924,0.872198,1.4011324,1.1228874,0.8037242,2.1972452,1.823629,2.1137576,2.4082414,2.3048294,2.6304014,1.4415812,1.6370398,1.2535084,1.414512,1.4747302,1.1671488,1.3854312,1.5260092,1.1613298,0.969353,1.6003678,0.916917,2.209261,2.0352056,1.7816524,1.772598,2.084344,1.5115092
ACAA1,10.81288317,8.517352833,8.508520833,9.945356167,9.3672455,8.610216667,10.17951867,9.453759833,9.6069065,10.88352933,13.4149905,12.01719583,9.1649585,7.7903145,8.085896667,10.81926833,7.549439833,9.156466,11.22089267,11.51288,9.875032333,10.08264067,11.07713733,8.8529715,7.778878167,7.407046333,7.7477665,9.282939333,9.650469333,8.168648833,7.502259667,9.146587,7.264402833,6.834347833,7.845874333,7.147998333
ACAA2,28.576922,28.954885,29.064843,30.447035,30.715907,30.291997,29.0287965,30.4798745,31.462456,31.3888925,30.958233,29.9115205,26.237188,27.6219945,26.398328,25.496624,25.5131125,25.2638235,30.8553025,30.288819,31.2595755,30.8411775,29.180181,29.9958805,26.724508,25.425659,25.944181,26.8121335,26.854531,25.8830715,23.008002,23.2882215,21.7625375,19.7544855,20.526961,19.9514495
ACAD8,3.740813,3.002213,3.466583,2.046751,1.911529,2.723941,1.234851,5.700888,1.838,3.111493,1.823005,2.262353,5.155542,1.417676,1.917881,1.282962,4.496984,5.205978,2.630637,1.376979,3.059481,1.861191,0.711663,1.749575,2.724899,2.673569,3.532918,1.836617,1.227592,3.050356,4.051213,1.642929,1.837285,2.136453,3.104114,2.818947
ACAD9,0.7946698,2.4819788,0.8149662,2.1640246,3.2554902,2.025483,1.858746,1.4650664,2.5719812,0.9037896,2.293745,1.5372836,1.5650026,0.9019852,0.864329,1.913382,2.3997044,1.7203054,1.2668442,0.7584708,1.7192348,0.8809682,1.195534,0.8873322,1.5316264,2.9606442,2.6246586,1.3500244,1.0693948,2.398708,1.6544832,1.065897,1.5501402,1.755857,1.2249132,1.8187474
ACADM,3.383796889,2.726997444,2.793120889,3.047217444,3.462041333,2.346856222,3.548086889,3.210643,2.317918556,2.172028889,2.644154444,2.008424222,2.332854333,2.330189,1.777216667,2.252893778,2.012390111,1.908637556,2.365468889,1.513812889,2.300247778,3.433684333,2.423580111,2.995422889,1.996605,2.191976556,2.379759667,2.042433444,2.462765667,2.281216667,1.578922111,1.722873556,1.681238333,1.924252667,2.329462556,2.209135444
ACADS,14.320539,14.058251,14.783273,14.23284,12.564231,12.054504,16.31867,15.172477,16.078281,14.589557,20.075531,19.339476,15.937232,16.290974,16.807369,17.472048,16.049505,16.540146,14.354355,14.847733,12.045895,12.531475,14.547592,14.298747,11.618627,12.703924,12.247421,12.492267,11.991975,11.745601,11.519979,12.268318,12.415179,10.53155,13.493723,12.93573
ACADSB,4.189664,2.250188,4.370498,4.746768,4.119106,4.658389,3.479064,4.06453,3.993053,2.841549,4.281128,4.546267,4.85,5.77207,5.092303,4.880003,5.655039,4.350647,3.752731,3.768082,4.366555,4.413475,4.197225,5.249537,5.942114,5.002022,5.376925,2.791099,4.63619,3.927137,4.321672,5.055518,6.000197,6.142778,4.672905,3.62545
ACADVL,7.2097144,6.3731517,6.5071707,6.6976829,6.0795558,6.1561771,10.1327458,10.144059,10.167879,10.0235236,11.9972106,11.8389624,12.8019862,13.0402555,13.0670455,14.0600294,12.7778195,12.9346574,10.3393911,9.969531,9.9362488,9.9057553,9.2876519,9.6141253,7.9544877,7.6577031,7.9368551,8.2003732,8.0955885,7.9456807,9.1030949,9.3869929,8.3048857,8.7294717,8.8519273,8.9225407
ACAP1,3.823875,3.362681,3.668191,3.470505,3.734738,2.678328,4.400126,4.226394,4.838289,4.099844,3.849213,3.488457,3.917284,3.542439,3.40957,3.719766,4.10768,4.384843,3.935871,3.249006,3.707131,4.376613,2.522156,2.64385,2.405693,3.484372,3.155374,2.406904,2.603807,2.984933,5.795218,3.730126,4.199354,3.946128,4.050181,4.94333
ACAP2,4.794024,19.457163,23.173033,21.695009,25.204575,18.040306,19.696892,18.119184,21.449877,22.292366,13.358778,18.632092,20.580063,21.086946,9.430767,21.259775,22.478319,21.052717,21.276579,20.396534,13.513347,5.41219,23.83313,21.932692,11.558403,18.278355,19.194542,20.852703,17.455324,27.062042,24.117029,9.125113,29.815077,28.416124,21.783646,22.366823
ACAP3,2.2393515,1.50464,1.73224,1.777825,1.309774,1.5317145,0.899476,1.478805,1.2494245,1.574103,3.956837,4.0436555,1.017237,0.9921905,0.8681815,1.5253275,0.980824,1.3309565,1.0387915,0.9392915,1.0946725,0.9767725,1.1292555,1.659624,0.6018785,1.0436615,1.163918,1.345744,0.824572,0.6913765,0.6857635,0.9253595,0.87012,1.006387,1.1549555,0.704766
ACAT1,11.724486,10.13285267,11.86322667,10.407409,12.02236867,8.977444333,12.478501,12.84716233,12.68784467,13.77299833,12.99431667,13.40646067,10.00245533,9.542529333,8.640610667,8.908531667,7.957849667,8.381676,13.89789367,14.174724,13.48023367,13.75870467,12.76302333,13.92901133,13.00688567,13.41551433,12.81218233,13.40602733,13.51470467,13.185775,10.71951,10.157674,12.51649367,11.35881633,9.58373,10.372046
ACAT2,95.349579,71.2971135,109.8506175,73.1795095,109.5802485,120.1039925,60.5609275,49.6088255,74.217949,57.90964,71.45829,71.9114455,40.2307435,37.861904,43.7711985,25.304676,38.179676,42.085312,75.1876845,81.920379,70.5279125,59.5376505,44.4808745,35.696395,55.7484155,67.73793,55.8403465,65.1542035,74.191762,77.3467485,42.9025495,26.563205,27.8870975,39.0781595,42.538307,21.9953775
ACBD3,14.654704,14.58909,3.356494,13.922947,15.642461,10.916638,12.909536,13.302573,14.005717,13.230357,4.357511,6.430887,10.461431,11.519794,12.030429,9.959724,2.470942,11.526011,12.652937,9.341701,15.297888,13.640929,12.984244,6.127512,17.400131,13.662965,13.929047,13.258471,15.8534,16.591709,13.788918,13.411052,14.922682,12.774939,12.165401,14.695287
ACBD5,1.360066,3.683428,4.427446,2.726193,3.641091,5.159732,4.543806,2.102934,3.562139,3.69226,1.945233,2.786128,2.871,2.502748,4.884574,4.027068,4.416896,2.233701,2.16395,3.402895,3.0438,2.498292,4.029225,4.612263,4.339719,4.172879,7.250925,5.459186,2.576183,5.688614,3.527556,3.888906,5.642231,4.929695,4.942489,3.633425
ACBD6,5.387693,5.920384,5.758745,6.081335,5.620304,5.501849,4.254967,3.837831,2.563394,5.891636,7.049275,7.780301,3.1253,3.365543,4.988772,4.948348,4.980886,4.865906,6.949294,5.368366,4.480252,5.21094,6.606028,3.930091,5.335279,5.949132,4.856328,5.361953,6.448868,5.908125,5.862219,3.399876,5.804209,4.884963,4.684358,4.00341
ACE,11.6510015,11.175842,11.892928,11.849025,10.776678,10.590641,8.2033015,8.6281335,8.055263,7.9982305,8.166853,7.952474,18.0740275,18.5354965,19.1745605,19.22826,19.0049485,19.474971,8.2854365,8.2531025,8.1635245,8.196057,8.7518005,8.3169925,9.664456,9.97944,10.5061935,10.425637,10.191979,9.8342155,16.344635,16.6660495,14.076548,14.640562,15.445284,16.1704105
